epoch,step,train_loss,train_roc_auc_score,val_loss,val_roc_auc_score
0,1627,nan,0.5,nan,0.5
1,3255,nan,0.5,nan,0.5
2,4883,nan,0.5,nan,0.5
3,6511,nan,0.5,nan,0.5
4,8139,nan,0.5,nan,0.5
